City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
384,torzhok,100,RU,1601793898,62,57.04,34.96,285.22,4.19
385,tyulyachi,0,RU,1601793898,60,55.89,50.24,280.15,4.0
386,uspenskoye,75,RU,1601793898,87,44.83,41.39,288.15,5.0
387,varna,0,BG,1601793618,73,43.22,27.92,295.37,3.6
388,vasilyevo,0,RU,1601793898,59,55.84,48.66,280.15,4.0
389,voronezh,8,RU,1601793899,30,51.67,39.17,285.15,3.0
390,vytegra,100,RU,1601793899,79,61.01,36.45,284.81,4.79
391,zavetnyy,28,RU,1601793899,69,44.93,41.14,291.48,5.35
392,cyangugu,0,RW,1601793899,48,-2.48,28.91,297.13,2.94
393,mariestad,100,SE,1601793665,86,58.71,13.82,287.15,6.2
394,trencin,100,SK,1601793899,87,48.83,18.25,289.26,6.26
395,baiima,97,SL,1601793899,98,8.1,-11.85,295.69,1.06
396,chum phae,76,TH,1601793899,64,16.54,102.1,304.32,1.86
397,adilcevaz,40,TR,1601793900,34,38.8,42.73,292.15,1.5
398,gelibolu,0,TR,1601793900,77,40.41,26.67,290.15,1.5
399,isparta,0,TR,1601793900,44,38.0,31.0,287.15,1.5
400,izmit,0,TR,1601793900,93,40.77,29.92,288.15,1.21
401,shalu,79,CN,1601793900,42,28.45,89.6,285.39,5.57
402,chato,50,TZ,1601793900,45,-2.64,31.77,299.72,2.76
403,mpwapwa,52,TZ,1601793901,30,-6.35,36.48,300.78,2.93
404,dobryanka,10,RU,1601793901,69,58.46,56.42,277.15,2.0
405,kaharlyk,75,UA,1601793901,87,49.86,30.83,289.82,5.0
406,manchenky,0,UA,1601793901,28,49.98,35.86,288.71,4.0
407,narodychi,75,UA,1601793901,67,51.2,29.08,290.88,8.26
408,orikhiv,63,UA,1601793902,67,47.57,35.79,288.71,4.0
409,shevchenkove,8,UA,1601793902,28,49.7,37.17,288.71,4.0
410,volodarka,91,UA,1601793902,72,49.52,29.91,291.34,7.86
411,alexander city,1,US,1601793902,93,32.94,-85.95,285.37,1.87
412,pine bluff,1,US,1601793902,93,34.23,-92.0,285.15,2.57
413,barstow,1,US,1601793903,9,34.9,-117.02,296.15,3.6
414,burbank,1,US,1601793903,41,34.18,-118.31,297.15,2.1
415,charter oak,0,US,1601793903,29,34.1,-117.85,297.15,0.3
416,king city,0,US,1601793903,30,36.21,-121.13,293.15,0.45
417,marysville,90,US,1601793903,93,48.05,-122.18,286.48,0.95
418,bloomingdale,90,US,1601793903,100,27.89,-82.24,296.15,2.6
419,delray beach,40,US,1601793904,94,26.46,-80.07,300.15,2.6
420,ensley,1,US,1601793794,63,30.52,-87.27,292.59,2.6
421,forest city,90,US,1601793904,94,28.67,-81.44,296.15,3.1
422,north fort myers,90,US,1601793904,100,26.67,-81.88,297.04,5.7
423,north miami,75,US,1601793904,88,25.89,-80.19,302.04,2.6
424,saint cloud,1,US,1601793895,100,45.56,-94.16,272.59,0.69
425,winter springs,90,US,1601793605,88,28.7,-81.31,296.15,2.6
426,smyrna,1,US,1601793904,87,33.88,-84.51,284.15,2.34
427,chicago,90,US,1601793208,87,41.85,-87.65,282.15,2.6
428,collinsville,90,US,1601793624,93,38.67,-89.98,285.15,1.15
429,romeoville,90,US,1601793905,100,41.65,-88.09,281.48,1.5
430,waterloo,90,CA,1601793755,100,43.47,-80.52,279.26,1.5
431,winfield,1,US,1601793905,76,37.24,-97.0,283.15,1.5
432,chalmette,1,US,1601793905,56,29.94,-89.96,293.15,3.39
433,south portland,1,US,1601793730,100,43.64,-70.24,281.48,2.6
434,walker mill,1,US,1601793905,93,38.88,-76.89,285.15,0.27
435,lunenburg,0,CA,1601793673,96,44.38,-64.32,281.48,3.8
436,kentwood,90,US,1601793906,93,42.87,-85.64,281.48,1.5
437,moorhead,1,US,1601793906,92,46.87,-96.77,274.15,2.0
438,north mankato,90,US,1601793906,81,44.17,-94.03,279.15,1.77
439,maplewood,1,US,1601793906,80,44.95,-93.0,278.15,1.79
440,wentzville,37,US,1601793906,95,38.81,-90.85,284.82,2.56
441,belgrade,40,RS,1601793409,93,44.8,20.47,291.15,4.1
442,polson,0,US,1601793906,84,47.69,-114.16,283.71,1.37
443,paradise,1,US,1601793907,7,36.1,-115.15,299.26,2.1
444,lebanon,90,US,1601793907,93,36.21,-86.29,284.15,2.1
445,beachwood,90,US,1601793906,61,41.46,-81.51,284.26,1.5
446,hoboken,1,US,1601793907,55,40.74,-74.03,289.15,3.6
447,ridgefield,1,US,1601793714,62,40.83,-74.01,289.15,2.69
448,tenafly,1,US,1601793907,81,40.93,-73.96,287.59,1.5
449,islip,1,US,1601793852,87,40.73,-73.21,284.15,2.1
450,jericho,0,PS,1601793907,72,31.87,35.45,293.71,1.76
451,ossining,1,US,1601793908,81,41.16,-73.86,282.15,2.1
452,watervliet,1,US,1601793908,100,42.73,-73.7,278.71,0.08
453,west hempstead,1,US,1601793908,76,40.7,-73.65,287.59,2.6
454,blue ash,90,US,1601793830,100,39.23,-84.38,285.37,0.86
455,brunswick,90,US,1601793908,61,41.24,-81.84,283.15,3.1
456,clinton,75,US,1601793836,71,42.59,-82.92,284.82,5.1
457,oregon city,1,US,1601793805,82,45.36,-122.61,289.82,2.1
458,oil city,90,US,1601793908,81,41.43,-79.71,281.15,1.5
459,warren,90,US,1601793697,100,39.43,-84.17,285.37,1.02
460,aguada,100,PR,1601793909,90,18.38,-67.19,298.71,3.96
461,guanica,100,PR,1601793909,78,17.97,-66.91,298.71,0.45
462,newport,100,GB,1601793811,95,51.59,-3.0,283.71,0.89
463,lancaster,1,US,1601793630,81,40.25,-76.25,280.93,1.09
464,sumter,100,US,1601793909,96,28.71,-82.08,294.82,0.45
465,channelview,1,US,1601793909,82,29.78,-95.11,292.15,1.35
466,san marcos,1,US,1601793909,49,33.14,-117.17,295.15,0.26
467,socorro,1,US,1601793910,26,31.65,-106.3,295.37,2.6
468,brigham city,1,US,1601793910,50,41.51,-112.02,288.15,1.46
469,cottonwood heights,0,US,1601793910,32,40.62,-111.81,288.15,1.5
470,payson,1,US,1601793627,66,40.04,-111.73,289.82,1.69
471,west richland,1,US,1601793910,77,46.3,-119.36,290.93,1.5
472,artigas,100,UY,1601793910,87,-30.4,-56.47,284.58,7.49
473,trinidad,68,BO,1601793910,72,-14.83,-64.9,296.12,1.89
474,ben tre,97,VN,1601793910,78,10.23,106.38,303.12,1.8
475,my tho,40,VN,1601793911,66,10.35,106.35,305.15,4.1
476,jiblah,0,YE,1601793911,31,13.92,44.15,294.45,3.39
477,adelaide,75,AU,1601793636,87,-34.93,138.6,288.71,6.2
478,warmbad,0,NA,1601793911,25,-28.45,18.73,293.04,5.11
479,mungwi,0,ZM,1601793911,26,-10.17,31.37,300.42,4.54
480,senanga,86,ZM,1601793911,15,-16.12,23.27,304.07,4.63
481,siavonga,46,ZM,1601793911,33,-16.54,28.71,304.15,2.92
